Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | GAME BOY ADVANCE
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | GAME & WATCH
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | GAME GEAR
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | ATARI LYNX
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | NEO GEO POCKET
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | WONDERSWAN
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | POKEMON MINI
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | SUPERVISION
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Current exec ready
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | free as a bird 2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Executable set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Setting logo, background and system
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Set
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out 1
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out2
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out 3
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out 4
Mon Jul 17 17:13:08 2023 | INFO  | initializeFonts                          | Fonts initialized
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out 5
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out 6
Mon Jul 17 17:13:08 2023 | INFO  | loadSections                             | Out 7
Mon Jul 17 17:13:08 2023 | INFO  | initialSetup2                            | Loading favorites
Mon Jul 17 17:13:08 2023 | INFO  | loadFavorites                            | Loaded favorites
Mon Jul 17 17:13:08 2023 | INFO  | initSuspendTimer                         | Suspend timer initialized
Mon Jul 17 17:13:08 2023 | INFO  | determineStartingScreen                  | Loading game list
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | PSP
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | Should we skip this?
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | No, loading game list
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | Scanning directory
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | Processing files
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | All files loaded
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | The list needs to be sorted
Mon Jul 17 17:13:08 2023 | INFO  | loadGameList                             | Finished
Mon Jul 17 17:13:08 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Mon Jul 17 17:13:08 2023 | INFO  | determineStartingScreen                  | Found starting screen
Mon Jul 17 17:13:08 2023 | INFO  | Battery                                  | getBatteryLevel
Mon Jul 17 17:13:08 2023 | INFO  | Battery                                  | Battery charge: 0
Mon Jul 17 17:13:08 2023 | INFO  | Battery                                  | Battery charging: 0
Mon Jul 17 17:13:08 2023 | INFO  | main                                     | Checking launch at boot
Mon Jul 17 17:13:08 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:08 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:08 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:08 2023 | INFO  | Battery                                  | getBatteryLevel
Mon Jul 17 17:13:08 2023 | INFO  | Battery                                  | Battery charge: 0
Mon Jul 17 17:13:08 2023 | INFO  | Battery                                  | Battery charging: 1
Mon Jul 17 17:13:08 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:08 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:08 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:13 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:13 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:13 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:13 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:13 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:13 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:13 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:13 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:13 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:13 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:14 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:14 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:14 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:14 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:15 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:15 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:15 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:15 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:15 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:15 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:15 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:15 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:15 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:15 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:15 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:15 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:15 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:15 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:16 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:16 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:16 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:16 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:16 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:16 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:16 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:16 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:16 2023 | INFO  | updateScreen                             | Menu mode
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Mon Jul 17 17:13:16 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Mon Jul 17 17:13:16 2023 | INFO  | drawGameList                             | Game list - Done
Mon Jul 17 17:13:16 2023 | INFO  | setupDecorations                         | Decorations set
Mon Jul 17 17:13:16 2023 | INFO  | updateScreen                             | Menu mode
